source,base,quote,instrument,url,at,raw_file,mid,spread_bps,levels,bid_1pct_usd,ask_1pct_usd,min_1pct_usd,complete_1pct,bid_2pct_usd,ask_2pct_usd,min_2pct_usd,complete_2pct,assessment,error,contract_base_units
KUCOIN,BTC,USDT,BTC/USDT spot,https://api.kucoin.com/api/v1/market/orderbook/level2_100?symbol=BTC-USDT,2026-09-18T09:58:08.443412+00:00,book-KUCOIN-BTC-USDT.json,78193.25,0.01278882768088304,"[100, 100]",374996.4392414426,160871.85449768597,160871.85449768597,False,374996.4392414426,160871.85449768597,160871.85449768597,False,Deeper,,
KUCOIN,ETH,USDT,ETH/USDT spot,https://api.kucoin.com/api/v1/market/orderbook/level2_100?symbol=ETH-USDT,2026-09-18T09:58:33.254051+00:00,book-KUCOIN-ETH-USDT.json,2508.105,0.039870739064824946,"[100, 100]",475156.3364215227,965745.789542923,475156.3364215227,False,475156.3364215227,965745.789542923,475156.3364215227,False,Deeper,,
KUCOIN,EUR,USDT,EUR/USDT spot,https://api.kucoin.com/api/v1/market/orderbook/level2_100?symbol=EUR-USDT,2026-09-18T10:07:05.400622+00:00,book-KUCOIN-EUR-USDT.json,,,,,,,,,,,,Unverified,'NoneType' object is not subscriptable,
KUCOIN,STRK,USDT,STRK/USDT spot,https://api.kucoin.com/api/v1/market/orderbook/level2_100?symbol=STRK-USDT,2026-09-18T09:58:35.813358+00:00,book-KUCOIN-STRK-USDT.json,0.0342,11.69590643274806,"[100, 100]",20871.75340763743,19624.154787659125,19624.154787659125,True,31238.18131197399,30133.13194226685,30133.13194226685,True,Thin,,
KUCOIN,USDC,USDT,USDC/USDT spot,https://api.kucoin.com/api/v1/market/orderbook/level2_100?symbol=USDC-USDT,2026-09-18T09:58:38.845991+00:00,book-KUCOIN-USDC-USDT.json,1.0006499999999998,0.9993504222254435,"[100, 100]",4357887.503314978,5215271.613597888,4357887.503314978,True,4409855.400727976,5226126.107521955,4409855.400727976,True,Deeper,,
KUCOIN,WBTC,BTC,WBTC/BTC spot,https://api.kucoin.com/api/v1/market/orderbook/level2_100?symbol=WBTC-BTC,2026-09-18T10:07:06.664474+00:00,book-KUCOIN-WBTC-BTC.json,1.00061,12.19256253685251,"[94, 96]",181094.36988666072,64370.81768784657,64370.81768784657,True,232298.1873063967,102720.47184820495,102720.47184820495,True,Thin,,
KUCOIN,WBTC,USDT,WBTC/USDT spot,https://api.kucoin.com/api/v1/market/orderbook/level2_100?symbol=WBTC-USDT,2026-09-18T09:58:40.693014+00:00,book-KUCOIN-WBTC-USDT.json,78155.13500000001,22.297959052850977,"[100, 69]",27262.838849615626,52997.697341928375,27262.838849615626,True,41245.47691947175,65508.3379695315,41245.47691947175,True,Thin,,
LBANK,BTC,USDT,BTC/USDT spot,https://api.lbkex.com/v2/depth.do?symbol=btc_usdt&size=200,2026-09-18T10:00:57.653494+00:00,book-LBANK-BTC-USDT.json,78213.04999999999,0.002557118026221269,"[200, 200]",17392081.809509505,22973409.88428714,17392081.809509505,True,18575863.523997817,38503873.45809128,18575863.523997817,True,Deeper,,
LBANK,DAI,USDT,DAI/USDT spot,https://api.lbkex.com/v2/depth.do?symbol=dai_usdt&size=200,2026-09-18T09:58:18.019889+00:00,book-LBANK-DAI-USDT.json,,,,,,,,,,,,Unverified,'data',
LBANK,ETH,USDT,ETH/USDT spot,https://api.lbkex.com/v2/depth.do?symbol=eth_usdt&size=200,2026-09-18T09:58:34.084682+00:00,book-LBANK-ETH-USDT.json,2508.335,0.03986708314566546,"[200, 200]",8653225.263108127,9504176.986978255,8653225.263108127,True,10551116.868706416,14522312.545182088,10551116.868706416,True,Deeper,,
LBANK,STRK,USDT,STRK/USDT spot,https://api.lbkex.com/v2/depth.do?symbol=strk_usdt&size=200,2026-09-18T09:58:37.220099+00:00,book-LBANK-STRK-USDT.json,0.034185,8.775778850373628,"[86, 160]",39536.42071469303,41936.02534123855,39536.42071469303,True,74690.50250840854,54691.17315558851,54691.17315558851,True,Thin,,
LBANK,USDC,USDT,USDC/USDT spot,https://api.lbkex.com/v2/depth.do?symbol=usdc_usdt&size=200,2026-09-18T09:58:40.548815+00:00,book-LBANK-USDC-USDT.json,1.000725,0.09992755252285561,"[106, 101]",29552535.103726026,22179641.960318506,22179641.960318506,True,29644658.45576398,22197018.95691207,22197018.95691207,True,Deeper,,
LBANK,WBTC,USDT,WBTC/USDT spot,https://api.lbkex.com/v2/depth.do?symbol=wbtc_usdt&size=200,2026-09-18T09:58:41.965462+00:00,book-LBANK-WBTC-USDT.json,78171.94,30.0005347187244,"[88, 87]",224742.70895953194,153472.7883263061,153472.7883263061,True,283108.6094762524,156691.31037357575,156691.31037357575,False,Deeper,,
OKX,BTC,USDT,BTC/USDT perpetual,https://www.okx.com/api/v5/market/books?instId=BTC-USDT-SWAP&sz=400,2026-09-18T09:58:15.959612+00:00,book-OKX-BTC-USDT.json,78163.05,0.012793768923528542,"[400, 400]",15588201.712682445,11668146.661572745,11668146.661572745,False,15588201.712682445,11668146.661572745,11668146.661572745,False,Deeper,,0.01
OKX,ETH,USDT,ETH/USDT perpetual,https://www.okx.com/api/v5/market/books?instId=ETH-USDT-SWAP&sz=400,2026-09-18T09:58:33.681633+00:00,book-OKX-ETH-USDT.json,2507.175,0.03988552853216681,"[400, 400]",20302395.746437196,21914696.169258654,20302395.746437196,False,20302395.746437196,21914696.169258654,20302395.746437196,False,Deeper,,0.1
OKX,STRK,USDT,STRK/USDT perpetual,https://www.okx.com/api/v5/market/books?instId=STRK-USDT-SWAP&sz=400,2026-09-18T09:58:36.905782+00:00,book-OKX-STRK-USDT.json,0.034170000000000006,5.85308750365794,"[400, 400]",123838.460969795,100105.41060539376,100105.41060539376,True,214363.50694563,181855.33471719627,181855.33471719627,True,Deeper,,1.0
OKX,USDC,USDT,USDC/USDT perpetual,https://www.okx.com/api/v5/market/books?instId=USDC-USDT-SWAP&sz=400,2026-09-18T09:58:39.572520+00:00,book-OKX-USDC-USDT.json,1.0004925,0.14992616136429032,"[195, 118]",525936.073433295,495695.1934367425,495695.1934367425,True,546795.479868195,499768.1293367575,499768.1293367575,True,Deeper,,10.0
